X_COORD,Y_COORD,GEO2,DIST_FROM_WEST_KM
89.49187,22.80304,471271209,53.71873683
89.10889,22.79513,879007762,14.94232266
89.61489,22.79766,477554704,66.36419615
89.52272,22.79462,471271987,56.9548612
89.39616,22.79872,473040083,43.9727486
89.41172,22.7946,473094300,45.6110909
89.23337,22.79397,879094590,27.49468694
89.04921,22.7975,878267365,8.882165726
89.2181,22.79235,879094245,25.99133555
89.25735,22.79452,879087417,29.90766143
89.13916,22.79367,879079882,18.03858594
89.21041,22.79424,879094484,25.17551492
89.42603,22.79105,473027349,47.1162689
89.0274,22.78814,878213848,6.812167785
89.5924,22.79687,477554091,64.06694503
89.51267,22.78897,471271860,55.98773251
89.63622,22.79334,477554872,68.58519963
89.04784,22.79249,878267985,8.871357356
89.59884,22.79763,477554520,64.72021104
89.66594,22.79421,477581413,71.62238029
89.40447,22.79223,473094694,44.90176232
89.46011,22.79312,473033458,50.57012727
89.18174,22.78613,879055835,22.48742589
88.98609,22.78947,878233173,2.601048481
89.11933,22.7671,879071709,16.50420868
89.60733,22.79086,477554489,65.64953715
89.0444,22.78698,878267100,8.561630157
89.24819,22.79436,879094869,28.98397117
89.19884,22.79254,879055630,24.05341411
89.2651,22.78786,879087218,30.82263711
89.2396,22.79091,879094616,28.18722999
88.94691,22.77889,878274538,0.884588753
89.01554,22.78457,878213273,5.671405012
88.96227,22.78066,878274912,1.445956151
89.28615,22.79207,473054261,32.86968889
89.59029,22.79257,477554244,63.88928559
89.14883,22.78222,879079092,19.23704086
89.65565,22.7939,477581428,70.57071704
89.56513,22.78784,471271374,61.36250084
89.12606,22.78905,879007444,16.79660148
89.13423,22.7909,879079855,17.5863288
89.07962,22.78749,878227118,12.16052434
89.65322,22.79011,477581061,70.35451951
89.22794,22.78968,879094749,27.0411244
89.44309,22.79131,473033507,48.85383743
89.59434,22.77609,477554418,64.48268531
89.25356,22.78198,879094975,29.79344137
89.09285,22.77707,878281821,13.63723441
89.19067,22.78449,879055729,23.42166607
88.98633,22.78128,878233127,2.961222583
89.28621,22.78665,879087451,32.97851599
89.23674,22.78419,879094490,28.054095
89.16502,22.77804,879079789,20.95919191
89.20187,22.78574,879055524,24.5211575
89.48345,22.78502,473033467,53.05219086
88.96938,22.77837,878274063,1.926809173
89.61721,22.78813,477554642,66.68693937
89.06852,22.78288,878267018,11.07439699
89.44505,22.778,473013123,49.24027089
89.15497,22.78619,879079563,19.77416638
88.99248,22.76655,878274903,4.455318857
89.62854,22.77541,477581979,67.98349146
89.65808,22.78064,477581857,70.94423313
89.41329,22.78453,473013177,45.90908049
89.63895,22.77863,477581780,69.01005424
89.61664,22.78456,477554045,66.66477543
89.27301,22.77502,879087046,31.91169012
89.55702,22.78223,471271583,60.59704896
89.65022,22.76995,477581581,70.26410436
89.36256,22.77734,473094280,40.88040545
89.46756,22.78412,473033142,51.44344554
89.21117,22.78122,879055683,25.55794813
89.00794,22.77693,878213684,5.170757886
89.17527,22.7701,879055583,22.1295739
89.28976,22.77443,879087457,33.60467968
89.33856,22.78322,473006630,38.34072401
89.47611,22.7767,473033970,52.42036911
89.13043,22.77883,879007232,17.44312863
89.25002,22.7782,879094935,29.53009259
89.22423,22.7767,879015550,26.96286467
89.05868,22.77779,878267036,10.16327899
89.34551,22.77546,473094078,39.19352229
89.37529,22.76863,473094911,42.34002762
89.52542,22.77325,471271800,57.49202947
89.19585,22.77702,879055072,24.08728296
89.08135,22.77397,878227666,12.52968303
89.06384,22.76535,878267419,11.01264544
89.4131,22.76381,473081881,46.25598081
89.04757,22.7742,878267593,9.136678002
89.23595,22.77601,879094238,28.16277183
89.45694,22.77669,473013128,50.46999141
89.25926,22.77148,879087139,30.60712321
89.2446,22.77395,879087703,29.0767155
89.42558,22.77892,473013325,47.24609197
89.46464,22.77707,473013645,51.24749237
89.49592,22.77274,471271905,54.49642872
89.20363,22.77562,879055424,24.9012988
89.02882,22.76872,878213383,7.499978172
89.34106,22.77446,473006719,38.76494888
89.01887,22.77062,878213310,6.478340454
89.03411,22.77306,878213702,7.843674654
89.44708,22.773,473013650,49.52748847
89.39342,22.76343,473094487,44.27817279
89.1873,22.77357,879055470,23.30055141
89.56108,22.76624,471271680,61.2265373
89.53655,22.77393,471271448,58.61629419
89.38493,22.7741,473094236,43.20592201
88.98661,22.75486,878274182,4.141726844
89.13233,22.76935,879071676,17.77564241
89.21124,22.76877,879015106,25.81552201
89.47179,22.76855,473013512,52.11153239
89.42704,22.77364,473013832,47.48231094
89.35772,22.7652,473094064,40.64473236
89.46324,22.77068,473013211,51.20743802
89.15307,22.76901,879079066,19.88662974
89.01542,22.75971,878213009,6.767635884
89.23736,22.76848,879087570,28.45296972
89.45626,22.76981,473013379,50.51361482
89.37865,22.75779,473094807,42.80617793
89.19897,22.76849,879055669,24.56744804
89.2271,22.76756,879015132,27.43886394
89.30744,22.75306,879031404,35.47343116
89.38455,22.75908,473094108,43.42303741
89.23353,22.75604,879015344,27.96919867
89.2488,22.76633,879087849,29.65196949
89.04733,22.76124,878213657,9.573609106
89.15228,22.75346,879079868,19.67962037
89.04579,22.75026,878213054,9.000395867
89.42854,22.76732,473013689,47.74850583
88.92737,22.759,878220255,0.909865531
88.97633,22.76057,878274146,3.940210074
89.51751,22.75587,471271246,56.97283986
89.22316,22.76462,879015517,27.06469539
88.95128,22.75926,878274940,2.5102635
89.24239,22.7648,879087543,29.0147908
89.48443,22.75782,471235216,53.58605315
89.17042,22.75258,879079809,21.49984155
89.08031,22.75672,878281629,12.5840291
89.44498,22.76286,473013369,49.49732032
88.91845,22.75818,878220438,0.194040798
89.09524,22.75232,878281164,13.92327468
89.49842,22.75553,471235411,55.04570121
89.34262,22.75969,473094802,39.14383155
89.46276,22.75928,473013339,51.3652657
89.12553,22.76108,879071955,17.1785179
89.1331,22.76108,879071145,17.93160298
89.42416,22.75051,473013990,47.4037017
89.5752,22.75396,471211501,62.85870517
89.20336,22.75201,879015411,24.83786908
88.93258,22.73456,878220082,1.105158651
89.24769,22.75453,879087643,29.38995912
89.26731,22.75495,879087112,31.39658861
89.32211,22.75639,473047098,37.00998271
89.21568,22.75405,879015318,26.12251098
89.0363,22.75847,878213858,8.494433934
89.45138,22.75676,473013246,50.24264747
89.54876,22.75218,471271980,60.19451785
89.22894,22.7556,879015736,27.49541538
88.95533,22.74446,878220483,1.449381173
89.58972,22.75313,471211568,64.34729739
89.53663,22.74936,471271433,58.93343007
89.22288,22.75508,879015252,26.87083918
89.19016,22.74914,879039510,23.45162555
88.97347,22.74887,878220648,2.730023682
89.01778,22.74521,878294785,6.13106118
89.03597,22.7511,878213949,8.101808775
89.37022,22.74989,473094472,41.8703127
89.44175,22.74773,473013837,49.18858753
89.29026,22.75022,879031636,33.68642704
89.60631,22.75356,471211718,66.02584444
89.44674,22.75096,473013817,49.7220818
89.33059,22.74364,473047596,37.76051543
89.46789,22.74875,473013103,51.87658234
89.27833,22.75157,879031756,32.48112738
89.27965,22.75346,879031305,32.63785322
89.07024,22.74583,878281547,11.25746339
89.36534,22.73644,473094709,41.28587222
89.2605,22.74669,879087961,30.6059153
89.47759,22.74858,471235561,52.87068149
89.46097,22.74468,473013443,51.14284823
89.17927,22.74576,879079152,22.29486964
89.34314,22.74712,473047305,39.07305916
89.04872,22.73099,878213465,8.783064621
89.39698,22.74665,473081546,44.58946026
88.94565,22.74144,878220502,1.020099223
89.60157,22.74743,471211673,65.58974552
89.21304,22.7435,879015126,25.71804028
89.09984,22.73964,878281602,14.11548881
89.226,22.74472,879015928,27.05635256
89.45459,22.74653,473013768,50.49854886
89.24379,22.74393,879015358,28.86893493
89.6085,22.74959,471211261,66.31154702
89.18521,22.74583,879039689,22.90175619
89.41487,22.74191,473081753,46.39663884
88.97148,22.73253,878261346,1.433594681
89.25394,22.73992,879063185,29.87496055
89.58265,22.74784,471211598,63.64921487
89.26767,22.74571,879087802,31.33027891
89.31931,22.74457,473047684,36.61088154
89.26955,22.73599,879031391,31.45062916
89.44388,22.73627,473013423,49.35081208
89.38988,22.73644,473081660,43.80571086
89.28412,22.74498,879031172,33.00827466
89.5062,22.73977,471235389,55.76413963
89.27649,22.73362,879031351,32.15109742
89.02014,22.73145,878294392,5.887499492
89.58546,22.7413,471211733,63.91027405
89.59905,22.74246,471211957,65.31031717
89.47602,22.74087,471235052,52.66940941
89.12754,22.7289,879071378,16.838543
89.20382,22.73501,879063079,24.7011953
88.99629,22.73329,878294730,3.579402785
89.22991,22.73786,879015723,27.39630918
89.03543,22.7332,878213693,7.467634266
89.26337,22.73839,879087603,30.83115748
89.16606,22.73198,879039198,20.8086494
89.28572,22.7292,879031716,33.08304726
89.40024,22.73862,473081398,44.87877151
89.33976,22.7337,473047354,38.64814464
89.31724,22.72743,879031610,36.31718782
89.56692,22.73701,471211486,61.99202995
89.07807,22.7375,878281894,11.86820095
89.30621,22.73195,879031782,35.19624144
89.30786,22.7377,879031225,35.39150155
89.18284,22.73783,879039464,22.57245442
89.2397,22.73291,879015994,28.37096047
89.17617,22.70906,879039537,21.85117499
89.32761,22.73585,473047014,37.40947009
88.96207,22.73356,878220429,0.704958375
89.59218,22.7334,471211725,64.57859577
89.39953,22.72951,473081344,44.77604245
89.58098,22.73783,471211493,63.43881419
89.48369,22.73638,471235119,53.44021428
89.42412,22.73092,473081625,47.3055134
89.43291,22.72707,473081531,48.20195596
89.47327,22.73214,471235748,52.35804534
89.22344,22.73304,879015776,26.702627
89.59804,22.73351,471211351,65.18096067
89.29845,22.72798,879031530,34.38781282
89.41162,22.73434,473081073,46.03082934
89.46099,22.73172,473013576,51.0954094
89.21456,22.73205,879063298,25.78616611
89.53205,22.72939,471223134,58.39275392
89.50749,22.73062,471235366,55.87100017
89.5853,22.73047,471211822,63.86646351
89.02245,22.7192,878294766,6.026812128
89.5794,22.73197,471223897,63.26263559
89.54859,22.73085,471223830,60.09469478
89.4037,22.72906,473081600,45.20361315
89.24558,22.72614,879063119,28.95230905
89.22922,22.71429,879063623,27.27960534
89.23223,22.72949,879015165,27.58979347
88.97761,22.72024,878261264,1.419874415
89.37885,22.72241,473047536,42.64334346
89.4141,22.72745,473081586,46.26958766
89.42137,22.72727,473081477,47.01638205
89.47598,22.7241,471235059,52.62563725
89.56611,22.7222,471223082,61.88840048
89.25194,22.72317,879063271,29.60219512
89.40823,22.72763,473081295,45.66667401
89.53919,22.72876,471223965,59.12562311
89.26129,22.72519,879023742,30.56490166
89.32399,22.72074,879031815,37.00591
89.34146,22.72544,473047418,38.80286348
89.55715,22.72668,471223284,60.96915406
89.39308,22.71758,473047906,44.10852148
89.48934,22.72171,471235695,53.99836554
89.35192,22.71584,473047615,39.88167192
89.11171,22.71627,878247565,15.20396243
89.57926,22.72706,471223620,63.24175859
89.57216,22.716,471247142,62.51455865
89.51742,22.72172,471235613,56.88426415
89.39876,22.72408,473081152,44.68994144
89.16862,22.69846,879039311,21.0111261
88.99899,22.71706,878294410,3.637598373
89.4993,22.72157,471235157,55.02201495
89.24139,22.72403,879063192,28.5188076
89.54335,22.71948,471223172,59.55015406
89.36333,22.70892,473047679,41.0540694
89.50805,22.71728,471235658,55.92412993
89.58176,22.72242,471211381,63.49687052
89.58908,22.72127,471211942,64.24941192
89.4639,22.72356,473013522,51.38398325
89.26933,22.71087,879023437,31.41213279
89.44352,22.71444,473081359,49.29689005
89.33538,22.71892,473047763,38.17762061
89.11157,22.68956,878247219,15.12983624
89.55654,22.7189,471223785,60.90618906
89.40614,22.71824,473081275,45.44986997
89.4812,22.71735,471235665,53.16463355
89.00945,22.71257,878294136,4.718525966
89.41195,22.71718,473088551,46.04819339
89.53488,22.71768,471223426,58.68112417
89.3778,22.70925,473047004,42.54126143
89.42569,22.70667,473088497,47.44700978
89.46468,22.7133,473013950,51.47360938
89.21273,22.71196,879063086,25.59546973
89.29746,22.71311,879031325,34.29311646
89.21708,22.71719,879063795,26.02450158
89.59489,22.71953,471211037,64.84734354
89.58431,22.71335,471211463,63.76672348
89.45049,22.70777,473088896,49.99872721
89.0251,22.70809,878294511,6.367542599
89.5785,22.71216,471247755,63.16507545
89.52364,22.71173,471235793,57.52849037
89.25206,22.70512,879023431,29.61198456
89.36842,22.70201,473047797,41.54691839
89.49817,22.70942,471235074,54.90278965
89.54818,22.70811,471223441,60.03532079
89.2656,22.70694,476444986,31.01260919
89.55743,22.71063,471223396,60.99472244
88.97261,22.70793,878261337,1.089833442
89.28725,22.70908,879023053,33.2477521
89.3135,22.70362,476450586,35.91182573
89.59093,22.70748,471211014,64.42570238
89.56408,22.71035,471223740,61.67679007
89.516,22.7021,471259269,56.71144712
88.97267,22.69991,878261611,1.175814175
89.32783,22.70758,476450833,37.40269935
89.30415,22.70672,879031364,34.96731427
89.4767,22.70788,471235044,52.69134675
89.341,22.70922,476450891,38.76373428
88.997,22.7049,878294812,3.603886229
89.53941,22.69463,471223194,59.10654263
89.57274,22.71001,471247164,62.56518666
89.5004,22.70096,471259179,55.10570424
89.57723,22.7029,471247643,63.00587586
89.38889,22.70647,473047389,43.66659877
89.18578,22.7021,879039988,22.79230991
89.28369,22.70202,879023577,32.84352294
89.41099,22.70047,473088049,45.91641915
89.30069,22.69483,879023497,34.5699655
89.14322,22.67971,878254319,18.41304554
89.01081,22.7001,878206529,4.879028135
89.34589,22.7001,476450953,39.22628629
89.51744,22.70516,471259067,56.86752852
88.98693,22.68428,878206620,2.356562806
89.55807,22.69964,471223972,61.03037699
89.56973,22.69993,471247605,62.22930936
89.39629,22.70219,473047364,44.41081736
89.58747,22.70092,471247456,64.05437947
89.17947,22.69712,879039941,22.11989499
89.47786,22.69946,471259994,52.78617222
89.23979,22.69846,879023059,28.32079407
89.46331,22.70249,471283516,51.29791811
89.47132,22.68963,471283329,52.10632505
89.21697,22.68715,879063656,25.96495791
89.50287,22.69183,471259239,55.34927249
89.02891,22.67462,878206027,6.732740203
89.3834,22.69676,473047482,43.07333012
89.34112,22.69848,476450561,38.73186583
89.43816,22.68874,473088206,48.69809175
89.27021,22.69455,476444825,31.43707901
89.19933,22.69593,879039099,24.15636987
89.28486,22.69712,879023179,32.94756127
89.45936,22.68711,471283314,50.87860021
89.41518,22.6946,473088463,46.33689088
89.1034,22.68979,878247830,14.29003633
89.44764,22.6941,473088935,49.67294333
89.25609,22.68922,879023908,29.98334093
89.24158,22.68547,879023278,28.49732749
89.48282,22.69212,471259763,53.28826302
89.58473,22.69529,471247591,63.76572543
89.32418,22.68921,476450846,36.98188203
89.34468,22.6897,476450396,39.08878902
89.39322,22.69003,473047320,44.078061
89.28785,22.68737,476444441,33.24937757
89.37736,22.68872,473047556,42.44840594
89.56398,22.69047,471247912,61.63140354
89.57114,22.6921,471247650,62.36737592
89.18166,22.68839,879039039,22.33431429
89.57713,22.69231,471247344,62.9831807
89.49637,22.68641,471259845,54.68374214
89.20138,22.68477,879039265,24.36832096
89.31685,22.68563,476450631,36.23255967
89.2736,22.68695,476444974,31.78535203
89.39941,22.6847,473047265,44.71965444
89.55285,22.67611,471247710,60.51111769
89.43245,22.68726,473088157,48.11231229
89.42315,22.68653,473088857,47.15714844
89.3284,22.68002,476450474,37.43434624
89.35788,22.68545,476450264,40.44986746
89.38294,22.68296,473047748,43.03037619
89.5701,22.67867,471247149,62.27679936
89.51813,22.68523,471259022,56.92199622
89.39353,22.6805,473047517,44.125089
89.52825,22.68299,471259553,57.96574756
89.31224,22.68594,476450751,35.75822954
89.48607,22.68306,471259187,53.62995796
89.44608,22.67516,471283471,49.54247874
89.28353,22.67707,476444445,32.83471205
89.27412,22.67168,476444924,31.89638027
88.95804,22.67314,878240556,0.752842324
89.05188,22.67192,878206575,9.112406269
89.41329,22.67823,473088009,46.16275677
89.3565,22.67325,476467817,40.3467135
89.31045,22.67896,476444739,35.59342823
88.97566,22.6739,878240675,1.551895961
89.3396,22.6795,476450066,38.58690615
89.29712,22.67661,476444759,34.23261273
89.42736,22.67854,473088088,47.60749283
89.09118,22.67339,878247282,13.11245357
89.21855,22.67196,879047477,26.18983992
89.49394,22.67193,471283920,54.47185516
89.2574,22.66731,879047968,30.20525883
89.25071,22.67879,879023338,29.45637554
89.30471,22.67496,476444994,35.01950447
89.5411,22.67139,471247890,59.31978256
89.51454,22.66804,471259546,56.60448806
89.20236,22.65553,879047822,24.68613276
89.47035,22.67159,471283321,52.04940824
89.37226,22.66959,476467363,41.98361075
89.31644,22.67426,476444809,36.22752074
89.34009,22.67299,476450313,38.66253267
88.9846,22.65696,878240958,3.558461782
89.43298,22.67047,473088256,48.21520305
89.23876,22.66227,879047696,28.33262466
88.9606,22.66406,878240200,1.166647694
89.45255,22.66851,471283576,50.23466329
89.4168,22.66358,471283927,46.59154222
89.38784,22.66403,476467416,43.61525625
89.17839,22.66691,879047384,22.10544638
89.31819,22.6629,476450829,36.47270544
89.08761,22.65943,878251075,12.96709272
89.33338,22.66484,476450127,38.01925032
89.30171,22.66433,476444293,34.77196027
89.29001,22.66166,476444697,33.59116487
89.35299,22.66418,476467858,40.03629711
89.39778,22.65931,476427677,44.66439585
89.37988,22.63787,476467429,43.04103089
89.07143,22.65307,872531102,11.52409922
89.47513,22.65666,471283201,52.62089253
89.01678,22.64799,872531068,6.6560938
89.4889,22.6641,471283867,53.9908352
89.4468,22.66134,471283935,49.68441417
89.45862,22.65888,471283778,50.91228053
89.35985,22.65788,476467053,40.78303274
89.54049,22.64524,471247359,59.2949648
89.43392,22.66074,473088448,48.36531859
89.40786,22.66363,471283688,45.67321005
89.48555,22.6639,471283089,53.64795571
89.01464,22.65691,872531823,5.943810344
89.50307,22.6575,471259306,55.48427115
89.52365,22.65401,471259523,57.61852109
88.96375,22.6525,878240246,1.838086016
89.41231,22.66034,471283628,46.14917861
88.97514,22.65438,878240328,2.88058852
89.17761,22.65412,879047902,22.18546569
89.05416,22.64861,872531248,10.01239287
89.27533,22.6574,879047285,32.1245299
89.16564,22.65503,878254301,20.95339081
89.50922,22.65325,471259531,56.14228032
89.37006,22.65228,476467990,41.87681384
88.94611,22.64641,878240721,0.18714621
89.49562,22.64838,471283112,54.78244057
89.33336,22.65187,476450557,38.12162314
89.11323,22.64637,878251327,15.86236542
89.44536,22.65499,471283950,49.57669965
89.34974,22.64884,476467776,39.82981413
89.30355,22.65158,476444838,35.07383968
89.23293,22.63929,879047371,28.03201198
89.41207,22.65073,471283852,46.1960693
89.28436,22.63741,879047557,33.27187828
89.25734,22.64214,476483590,30.48860618
89.32037,22.64893,476450705,36.82408492
89.44893,22.64491,471283807,50.02637942
89.12985,22.64781,878254520,17.48378742
89.0908,22.6463,878251881,13.64748418
89.50331,22.64996,471259508,55.55910613
89.13337,22.6387,878254237,17.88824316
89.3917,22.64394,476427821,44.17660144
89.10978,22.63437,878251340,15.41644864
89.16478,22.64832,878254474,20.98929049
89.42412,22.64717,471283104,47.46319672
89.18985,22.64556,870469680,23.57973203
88.96715,22.63551,878240073,1.603818027
89.08001,22.64394,872531154,12.67862493
89.35454,22.63737,476467961,40.46141317
89.17146,22.64076,870469018,21.78899545
89.40311,22.64281,476427784,45.35647571
89.50649,22.61582,471731835,55.1997892
89.16465,22.63427,870469642,20.99537686
89.15789,22.63106,870469409,20.26282222
89.17464,22.6366,870469667,22.04711701
89.52654,22.62697,471259127,57.4611842
89.19064,22.63444,870469277,23.6509174
89.01576,22.63048,872531634,5.941747998
89.14721,22.6303,870469610,19.16227785
89.51023,22.63838,471259538,56.09187152
89.47312,22.63037,471731756,52.17371619
89.36525,22.62945,476467024,41.4198314
89.43848,22.63924,476427805,48.96015641
89.42528,22.63083,476427140,47.40885738
89.45009,22.63455,476427412,49.98246491
89.24231,22.62624,870443579,28.86695591
89.12337,22.63343,878251950,16.77862528
89.09687,22.6294,878251384,14.01782028
88.9631,22.62543,872563600,0.744380183
89.05887,22.62815,872531857,10.143821
89.3979,22.632,476427218,44.72420374
89.39897,22.6232,476427379,44.577746
89.11768,22.6319,878251724,16.1748748
89.44549,22.63066,476427466,49.4186413
89.40823,22.61789,476427507,45.36102398
89.38961,22.62116,476427334,43.58919784
89.27265,22.61742,476483842,31.93860758
89.45882,22.6267,476427957,50.64919926
89.43498,22.62354,476427883,48.18228509
89.02934,22.59372,872563806,6.822401468
89.44654,22.6225,476427854,49.31404463
89.12447,22.61786,878251377,16.71664942
89.40764,22.60121,476427685,44.90979528
89.18296,22.6232,870469012,22.75493577
89.13509,22.62178,878251617,17.83306593
89.17268,22.62229,870469818,21.69366146
89.18184,22.60833,870469491,22.5524633
89.46229,22.61208,471731676,50.6576226
89.07619,22.609,872531840,11.72863684
89.16583,22.61237,870469050,20.94460437
89.08309,22.61497,872531514,12.451006
89.44227,22.61124,476427532,48.62063007
89.15061,22.60948,870434176,19.35799249
89.10762,22.60839,878251346,14.94344555
89.42464,22.60857,476427462,46.7849123
89.25864,22.61094,476483086,30.34875679
89.12509,22.61283,878251869,16.76010876
89.22832,22.60989,870443453,27.33418319
88.97209,22.60573,872515137,1.063527195
89.19505,22.60275,870469031,23.87141995
89.23911,22.59651,870443919,27.94610538
89.12881,22.59756,878251484,17.05455069
89.16521,22.59931,870434768,20.80141432
89.19067,22.60513,870469390,23.44013329
89.1165,22.60244,878251188,15.80687089
89.15615,22.59803,870434963,19.86679473
89.06615,22.59475,870486044,10.60732663
89.09801,22.59699,872531789,13.88635935
89.42347,22.59805,476427297,46.4448283
89.54646,22.56629,471710238,58.54789408
88.97477,22.59564,872515892,1.212747809
89.17366,22.59845,870469088,21.64287078
89.1478,22.58514,870434138,18.63894416
89.42862,22.57855,471784358,46.63314914
89.10386,22.59497,872531394,14.48558551
89.46782,22.58477,471784995,50.72166318
89.1067,22.59104,870486862,14.78298679
88.96126,22.58689,872515446,0.828102571
89.18827,22.5844,870469352,22.55470979
89.00415,22.57751,872579909,4.6289152
89.46063,22.58146,471784159,49.94014455
89.1757,22.59093,870469699,21.56135595
88.9731,22.58912,872579771,1.193484304
89.09798,22.58362,870486434,13.831229
89.48742,22.58135,471731636,52.67290521
88.992,22.58867,872579411,3.050231554
89.11652,22.57734,870486094,15.31921253
89.16824,22.57892,870434673,20.4074556
88.99035,22.58048,872579737,3.20916611
89.08708,22.58529,870486264,12.80123682
89.10718,22.58189,870486125,14.61387923
89.50706,22.5773,471731119,54.62807648
88.95441,22.57868,872515343,0.990617762
89.08735,22.57129,870486541,12.27925329
88.97248,22.57384,872579686,2.463369197
89.13112,22.5804,870434270,16.84644735
88.94835,22.57331,872515960,0.315018755
89.0102,22.57302,872547257,5.403086659
88.98461,22.57499,872579994,3.087198957
89.13046,22.57253,870434623,16.49893966
89.01973,22.5719,872547034,6.276008379
89.17958,22.56233,870434258,21.06263215
88.97906,22.56629,872579617,2.508582706
89.12142,22.57103,870486472,15.56793578
88.9595,22.56992,872515051,1.304558807
89.14685,22.56658,870434787,17.90590598
89.51756,22.56356,471742875,55.55958868
89.10644,22.56701,870486163,13.96711146
89.02575,22.55967,872547874,6.022552167
88.98357,22.56788,872579188,2.952454836
89.48963,22.55654,471763557,52.63550728
88.96759,22.5587,872515360,1.136126324
89.10152,22.55766,870486535,13.15376419
88.95579,22.55901,872515977,0.829403449
88.94874,22.56011,872515943,0.288943626
88.97189,22.56117,872579428,1.606240418
89.13667,22.55656,870434730,16.61481016
89.06582,22.54544,874779147,9.247519552
88.98607,22.55131,872579240,2.175388393
89.07697,22.55166,874779470,10.54521972
89.0222,22.54777,872547377,5.090631644
88.97576,22.54596,872579651,0.964583906
89.103,22.54077,870486069,12.87767444
89.12548,22.54352,870486056,15.20980487
88.97058,22.54264,872515120,0.327595056
89.01415,22.53188,872547497,3.723557136
88.98193,22.53305,872547720,0.645998033
88.99026,22.5358,872547463,1.549735867
89.09206,22.52036,874794081,11.59598404
89.09616,22.53355,870486220,12.07661612
89.0278,22.53005,872547017,5.050317626
88.97267,22.536,872547325,0.230721166
89.03104,22.5338,872547171,5.459061817
89.03551,22.52664,874779442,5.792461009
89.04758,22.51476,874779479,7.069372294
88.98863,22.52177,872547754,0.954764791
89.06101,22.51889,874779700,8.408253862
89.05359,22.51941,874779511,7.642891112
89.01008,22.51419,874779610,3.290509068
89.0213,22.5193,874779872,4.32740249
88.98922,22.51469,874779851,1.166937587
89.03111,22.51856,872547703,5.340135316
89.02475,22.50935,874779679,4.861031376
89.04057,22.50857,874779438,6.482716649
89.00034,22.51337,874779307,2.316762377
88.97979,22.5113,874779548,0.386758827
89.0016,22.50436,874707249,2.5957698
88.98338,22.50115,874707847,0.700215749
88.99192,22.50447,874707167,1.610105096
90.30037,23.00881,544088884,137.7820077
90.3204,22.99895,544056018,139.6836518
